UserID,Date/Time,topic,SearchTerm,emoticonBased,lexiconBased,Annotation 1,Annotation 2,Annotation 3,finalLabel5Classes,finalLabel3Classes,SN(Original Shona Tweet),ENGoogleTranslate
makakaseni,2022-09-19 05:17:11,Finance,kumba,UNK,UNK,NEU,VNEG,VNEG,VNEG,NEG,@Masibandabae Dzoka hako kumba,'g bakeka to home'
TheCavalry442,2022-09-23 20:50:35,Music,winky d,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,Hanzi na Winky D takusiya tsika dzedu dzechivanhu tichitevedzera hunhu whema ngerengere (whites),'hate and winny d weews for the people heal with holy with heazantry whits'
TheGeminiCoder,2022-09-22 16:10:35,Sanitation ,Vanhu,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@rj45cat6_zw Haaa amana vanhu varikuhura amana,'gaa ina is the people who are murderers'
RRimosis,2022-09-18 10:35:10,Finance,kumba,POS,POS,POS,VPOS,VPOS,VPOS,POS,@ClaraKasukuwere @daddyhope Abiyangu dzokai kumba 🤣🤣🤣,'g acining back home 🤣🤣🤣'
henrychuma14,2022-09-21 23:58:48,Sanitation ,Vanhu,UNK,UNK,POS,POS,VPOS,POS,POS,@LynneStactia @VincentShava @daddyhope Seems vanhu vanonoka kubata gist yenyaya,"""people seem to be late getting to the heart of the story"""
Paintedwolf_,2022-09-19 04:10:26,Home_Affairs,Baba,POS,POS,VNEG,NEU,VNEG,VNEG,NEG,"@ohmatokitah ve hu right or wrong shevvv nemuna 😂😂

but nyaya yangu ndeye kuti was it Baba Harare who published those tweets? haaa ari off (but right right message) 😂😂😂😂😂",'g ve hu righter or wrongs to relate to a person'
zimpricecheck,2022-09-12 06:47:46,Communication,harare,UNK,UNK,POS,VPOS,POS,POS,POS,"The Reserve Bank of Zimbabwe freezes Harare City Council's bank accounts.
https://t.co/pCx2Mbkw4K @WeArePindula @Techzim @263Chat","""the reserva bank of zimbabwe freezees harare city council's bank account. g"""
justingwimbi,2022-09-11 17:38:58,Finance,uyu,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@BabaHarare1 ndagara ndiine feeling Burna Boy anopera skiri kune wekwedu uyu WaMasvingo.,'g is always had a fending that burna boy ends the mechar to the walls of the walls'
CharlieTsungai,2022-09-15 15:15:44,Home_Affairs,Baba,UNK,UNK,POS,POS,VPOS,POS,POS,@2023edpfee @edmnangagwa Fambai munyasha baba,'g have a gathering a father'
kudharaikoko,2022-09-16 18:11:11,Sanitation ,Vanhu,POS,POS,NEG,VNEG,NEG,NEG,NEG,@greyzephyr1 Aaah iwe vanhu ava vari dangerous vakubvisa ma ring vauya ku campus ava 🙌,"""g aah's who are these people who are amazing they took off the ring that came to campus 🙌"""
newton_zw,2022-09-24 07:46:05,Education,mwana,UNK,UNK,POS,NEU,POS,POS,POS,"Hupenyu hweMushanyi Thread.

Wakambotumirwa mwana to ask kuti ""muri kuenda rinhi"" 😆😆

Chii nyaya yako",'life of a visitite there.whoked after the fie to ask how are you going 😆😆wats your story'
kairo_baba,2022-09-22 18:31:34,Home_Affairs,Baba,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@TheDark71466842 Haaa iwe hazvina formula izvi mahure vanhu ava,'g doesa you have no formula this is the hatter of these people'
mjolodropout,2022-09-20 09:42:24,Music,Shadaya,POS,POS,NEG,VNEG,VNEG,VNEG,NEG,Pakapera zuva Shadaya anopetai mese😂😂,"'at the end of the day, shadaya paints them all'"
ChifambaTaffy,2022-09-27 18:18:23,Agriculture,sadza,UNK,POS,NEU,POS,POS,POS,POS,@blackheartdayve Anodaro hake giribeti akakura achirova sadza katatu pazuva...,"""g says the best hake varia success is six times a day..."""
bossmalo14,2022-09-28 05:26:17,Agriculture,sadza,POS,POS,VNEG,VNEG,NEG,VNEG,NEG,@kundai_i Haaaaa guys munhu kungodya sadza orutsa akutonzi my slay queen hre🤣🙌,'g doesaaaaaaaa guys a person just a diet and turn to my slay queen hre🤣🙌'
Tafadzwa____,2022-09-14 13:24:15,Communication,gweru,NEG,NEG,NEU,VNEG,VNEG,VNEG,NEG,"Around 2017, ndakapinda muGweru manheru ndikaudza kombi kuti indiendese kuhotera ichibva yandiendesa iyi. அப்பொழுது அவளை நோக்கி: அவன் அழைத்துக்கொண்டு என்றான். Uye paive neiyi karuzha kabhawa pakona💀😭 https://t.co/9eOqsw52DZ",'around is a got into gerabu in the evening and told a cab to ta cub to ta to a hotel and he drave me to thick. by the time i trie to go oddda and ask ito is an attari shatter routi he was gonh. and the wasi ritle noisy bar by the corner💀😭'
stone_eaterIV,2022-09-19 21:06:08,Sanitation ,Vanhu,POS,POS,NEU,POS,POS,POS,POS,@ourSimbarashe Forgot to switch roles vanhu vacho soo😂😂,'g forgot to switch roles the people soo😂😂'
matendef88,2022-09-12 07:20:18,Finance,uyu,UNK,UNK,NEU,NEU,VPOS,NEU,NEU,@talentmadungwe @talentmadungwe @talentmadungwe Uyu madungwe anobatsirwa,'g ga is a title for help'
chroniclesprop,2022-09-16 09:22:50,Communication,chitungwiza,UNK,UNK,NEG,NEU,NEG,NEG,NEG,"CHITUNGWIZA ZENGEZA HOUSE FOR SALE
21K
neat 2 bedroomed house ine zvakasanganiswa bathroom and toilet. Open plan dining uye lounge. Kitchen.Kuchengeteka Kwakanaka Kwakakomberedzwa uye Gated.
263772133427
263713420078
#chitungwiza #highdensity #harareproperties https://t.co/TBjqNF2yBN",'mindwazeza jiseza house for sale color bedroom and bathroom and toilet. open plan dining room and living room. kitchen.good security rolled and fenced.thetiza highdesity harareproperties'
D263zw,2022-09-11 08:30:29,Home_Affairs,mai,UNK,NEG,NEU,NEU,POS,NEU,NEU,@Emma231089 @makakaseni Ko maverse emubible haasi gospel here? Ana mai charamba vaiimba bhaibheri eani but its called gospel,"""g gwa vagpses of the inpubble is not a gospel with a mampedia's mother rejected which of ice it iths called gospel"""
MitchellMGumbo,2022-09-15 05:43:18,Home_Affairs,mai,UNK,UNK,NEU,POS,POS,POS,POS,@Dark_N_Luvly1 Akati mari haidyike pasina Mai,"""g said money doesn't eat without the mother"""
Vincent72646883,2022-09-20 04:38:55,Sanitation ,Vanhu,UNK,POS,NEU,VNEG,VNEG,VNEG,NEG,@vincemworldwide Becoz ice cream haivagutse vanhu vanenzara vangu,'g because ice cream doesn't satisfy your hungry people'
Tinoedzazvimwe1,2022-09-19 10:50:29,Sanitation ,Vanhu,POS,NEG,NEU,NEG,NEU,NEU,NEU,Kwete pane zvakaipa; PANE CHECHI BRITISH!!!! Ndizvavari vanhu ava! Muchasvinura!!!!🤣🤣🤣🤣 https://t.co/iuUEasfF16,'not on a bad note on a british star they will be naked'
Stavoo23,2022-09-20 17:36:53,Music,jah prayzah,UNK,UNK,VPOS,VPOS,POS,VPOS,POS,@wode_maya Jah prayzah ndiye muimbi mukuru muZimbabwe 🔥🔥🔥🔥❤️,'g jah praizer is the biggest artist in zimbabwe 🔥🔥🔥🔥❤️'
MrChelton_,2022-09-24 09:48:48,Agriculture,nyama,UNK,UNK,VNEG,NEU,NEU,NEU,NEU,@shona_man Content nyama,'g conftent meat'
UPENYU19,2022-09-15 14:53:36,Finance,uyu,UNK,POS,VNEG,VNEG,NEU,VNEG,NEG,@LynneStactia @Blessed__263 @NgarivhumeJacob Haana Plan uya. Ari kutoda kutsvaga maSupporters eTransform Zimbabwe uyu.,'g is plan that. he is willing to find the supportters eransformation of this.'
KiloJoe,2022-09-14 10:26:23,Home_Affairs,mai,UNK,UNK,NEG,NEU,NEG,NEG,NEG,"@rutendom @RealTalkFadzie Dai vari mai vemukadzi zvese zviribho ,so mkadzi ndiye anehutsinye apa","""g ga may they are a mother's mother all that is gaming so mummy is the cruelty"""
Oribeto85,2022-09-24 07:55:17,Music,Shadaya,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@Aqualyncharmai1 @ShadayaKnight Usatore Shadaya munhu wacho. Kurukurai pfungwa dzake.,'g not talking about shadaa the son. i discuss the points of it.'
mr_bill_01,2022-09-15 07:23:19,Finance,kumba,UNK,UNK,NEU,POS,POS,POS,POS,@tinotendamach22 Chicken inn but iwewe unobva kumba wadya,'g chicken posada but you ate away from home'
DevotionNyahada,2022-09-13 11:49:03,Finance,huya,UNK,UNK,VPOS,VPOS,NEU,VPOS,POS,@A_u_z_y @Auzy_walzy_Jani Huya nayo kuno uone zvatoita,'g gau bring it to see what has already done'
Anthony02843431,2022-09-20 07:26:55,Music,jah prayzah,UNK,UNK,POS,VPOS,VPOS,VPOS,POS,@MissV_Candy mifananidzo yako inogara ichindiyeuchidza nezvemweya jah love,'g chica candy are not your photos always remind me of soul jah love'
Bridge_person,2022-09-10 13:04:30,Finance,huya,UNK,UNK,POS,NEU,POS,POS,POS,@RossiPenyayi Mmmmh huya pano,'g mmmmh come here'
diamondandgun,2022-09-20 16:56:17,Music,Shadaya,POS,NEG,VNEG,NEG,VNEG,VNEG,NEG,"@BronxyStancelos Pane anoita zve printing here andinyorereiwo pa hembe kuti ""Munomuvengereiko Shadaya"" 🤣",'g is there acts of the printing to apply me to a rock how to hate him shakee 🤣'
laur_sele,2022-09-16 16:28:57,Home_Affairs,Baba,UNK,UNK,NEU,POS,NEU,NEU,NEU,Havapere ava baba https://t.co/J1VX3ag0Oo https://t.co/SKsLHoCeWU,'they do not end up a father'
chroniclesprop,2022-09-12 09:56:27,Communication,chitungwiza,UNK,UNK,POS,NEU,NEU,NEU,NEU,"CHITUNGWIZA ZENGEZA HOUSE FOR SALE
21K
neat 2 bedroomed house ine zvakasanganiswa bathroom and toilet. Open plan dining uye lounge. Kitchen.Kuchengeteka Kwakanaka Kwakakomberedzwa uye Gated.
https://t.co/SKuk2TM6gA
https://t.co/XhPctPxTJp
#chitungwiza #highdensity #harareproperties https://t.co/wLp57WKHTa",'mindwazeza jiseza house for sale color bedroom and bathroom and toilet. open plan dining room and living room. cocina.buena security cried and fenced. mindwaza highdesity harareleropeies'
Trevor12P,2022-09-20 10:03:19,Sanitation ,Vanhu,UNK,UNK,NEU,NEU,VPOS,NEU,NEU,@MudharaNzou Haa vanhu vacho here bro 🚮,"""g doesn't the people bro 🚮"""
DailyNewsZim,2022-09-19 07:59:26,Defence,chiwenga,UNK,UNK,NEG,NEU,NEG,NEG,NEG,"Aimbova ezuva remangwana redu rokugadzirira, VaConstantino Chiwenga, Amai Marry Mubaiwa, vakadimburwa asirega kubvarudyi neChishanu pane chimwe chipo chemuHarare.>https://t.co/9hedFRRrY8 https://t.co/dzo1RcuOf2",'vice president constaninople chilling ex-wife marry standard was on criday profillment was on part of her right in a private harry. & gt'
makakaseni,2022-09-11 20:42:24,Finance,uyu,POS,POS,NEU,NEU,VNEG,NEU,NEU,"@_MissE1 @MrPartyBig Ndimuti asende screenshot remaemoji aya ka😂😂.

Anogona kutozvimba uyu😭😭",'g is tende tende screenshot of these gijones. she can even slum'
Thandoe1_,2022-09-19 19:26:58,Sanitation ,Vanhu,UNK,NEG,POS,NEU,POS,POS,POS,@TheShonaQueen Ndatongoziya messi cr7 nasalah but yaah kune vanhu vanoziya bhora iii,'g i am recruited mers cr and salah but yah to people who faint the ball iii'
VaChiminyaE,2022-09-15 09:36:21,Sanitation ,Vanhu,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@shuwiro @thabanimnyama Wannabe Alphas nema Feminist must date each other cz vanhu ivava vane ka extremism kanosvota,"""g wannabes alphas with feminist must date each ovah's people have a lotmmism"""
GoraTheUncle,2022-09-20 13:01:27,Sanitation ,Vanhu,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@royaltyndoro @Tariro_M_Deve @tidzawachoo @michelepanashe @DillenMasawi Vanhu vari kudyanana shuwa?,'g ga people are wearing'
Mukwasha_Nyama,2022-09-26 17:37:15,Agriculture,nyama,NEG,NEG,VNEG,NEG,VNEG,VNEG,NEG,"@MaposaTasley Ndaona vamwe vachiti vakupihwa ma ""sorometi"" naMwari,pakuda minamato kani😭😭","""g i saw some saying that you have been overwhelmed by god's prayer worships"""
cmutsauri,2022-09-15 07:19:04,Communication,chitungwiza,UNK,UNK,NEU,POS,POS,POS,POS,"Chitungwiza Zengeza 5: Bhara uye General Dealer Shop ($55 000)
A Sports bar uye general dealer iri kutengeswa, yakaiswa mataira, gazebo kunze, yakavharirwa svosve kumashure, yakabatikana nzvimbo yekutenga, ichangobva kuvakwa. Nzvimbo yekutenga ndeimwe yeanobatikana zvakanyanya, chero bhizinesi richaita… https://t.co/5bQCZIVeXI",'chitungwizza barja bar and general dealer shop a sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tailed for sale tiled walened ant the bandda waley busy shopping africa newly built. the shopping center is one of the busiest ay bossiness will do ...'
Yaka_Mombe,2022-09-16 12:29:47,Finance,mombe,UNK,POS,POS,NEU,POS,POS,POS,@magic_wacho Mavende song of the year,'g migrants like the year'
EmiliaChipo,2022-09-16 02:48:59,Home_Affairs,mai,UNK,UNK,NEU,VPOS,VPOS,VPOS,POS,"@daddyhope but with her the father is south african and she was born in south africa tichi Isaac republic nei huzimba kuti hushoma ndehwekwa mai , , vongwa zvezombabwe vachagara vakadudzira zvavo even vakasagara muno ,kumusha ndiko kumusha and you cant deny your parents coz of being. . varombo",'g but with het is through hamen in south africa for humanitarian governments to support home is home your mine is home and you can't dare because you're poor'
rj45cat6_zw,2022-09-21 08:23:40,Sanitation ,Vanhu,UNK,NEG,POS,POS,VPOS,POS,POS,@Ras_Tawaa @MadzingaN Haa ngatidzidziseiH amana kana waita loss ndozvazvinoita kuti tiwane kwete kuzobira vanhu marize.,"""g doesn't let's teasing ourselves to workman when you make loss that's it's it's it's ita's ita to gaint their money"""
kynashmapurisa,2022-09-20 19:39:09,Education,mwana,POS,POS,VPOS,POS,VPOS,VPOS,POS,@Dyman_official Ndomuda mwana iyeye😂😂😂,'g i love that baby😂😂😂'
vaherija,2022-09-09 16:06:42,Communication,harare,UNK,UNK,POS,VPOS,POS,POS,POS,"Dzimba dzadzo pa19 paKingsmead. Iri pakati peBorrowdale, Harare
Condevproperty
#Zimbabwe #Harare #Bulawayo #Victoriafalls #zimbabweproperty https://t.co/AqznYqnrUS",'private homes on on kings metroad. located in the heart of borrowdale hararevrorty zimbabwe harare bularawo victorai victorian united states'
brovid_19er,2022-09-12 18:40:46,Sanitation,kusvika,UNK,UNK,POS,POS,NEU,POS,POS,@CUSTONMUCHUCHU1 @Bhutisi3 @ane_nessa Ini hangu kupfeka suit wofamba kusvika shangu yava neshena uchitsvaga transport zvondigumburq,'g is my wearing suit and move up to shoes that is fashion looking for transport of the irrorq'
Levi2556059200,2022-09-18 12:59:44,Sanitation ,Vanhu,UNK,UNK,VPOS,NEU,NEU,NEU,NEU,"@hatiperi_wacho Apa hanzi akangozvitanga after adzingwa basa.
Mamwe ma basa angori mariva atinenge tichiteyera toga tozoona tasvika pakufa semapaupers ane bitterness.
Sekuita mu civil servant pa Zim Haa dzingori nharo.Vanhu vachirikungotevera nzira iyo kudhara kkkk",'g this habit just started a disorder. members just a functionary and then we have arrived.'
GeraldChirove,2022-09-20 19:03:51,Music,jah prayzah,UNK,UNK,POS,VPOS,VPOS,VPOS,POS,"Wakaropafadzwa munhu asingafambi pakurangana kwavakaipa.
. . . . . .",'bsesed is the mantly salketh not in the endelynor standether in the way of sinnes great is jah'
KudaMakoni18,2022-09-22 05:49:55,Agriculture,mvura,UNK,UNK,NEG,NEU,NEU,NEU,NEU,@MapikoTh @_MakdShelby Anenge achibika mazondo ku moto nekutiigira mvura nemadrinks,'g is that he cooks the forest on fire and brings him water and drinks'
KingJ17720030,2022-09-26 13:07:05,Agriculture,mvura,UNK,NEG,NEG,NEG,NEU,NEG,NEG,@TheMirrorMsv @InfoMinZW @MoLAFWRD_Zim @zinwawater @MSVOResidentsZW @MasvingoMurra @ForumMasvingo @MasvingoCity Ukunyepa iripi Mvura iyoyo,'g ga lying where is that water'
kudziealbert,2022-09-21 13:03:13,Agriculture,mombe,UNK,UNK,NEG,NEU,NEG,NEG,NEG,"@Dalitsomrafro Nzira yevanhu , nzira ye mota ne nzira ye mombe/ngoro kana kuri kumusha, ngazvisakushamisei","""g strategy's way of car and a way of cow / cart or at home not at home"""
tmubvuma,2022-09-23 09:23:49,Home_Affairs,Baba,UNK,UNK,VPOS,NEU,NEU,NEU,NEU,"@Tapiwatan @baba_nyenyedzi Kwosese kusimbisa nemhiri, ripo paripo kukwereta nemitengo mutengo chaiwo uye kuita purofiti nepo vanoisa mari, monyanya vanoisa nguva vachipihwa mibairo yavakachengeta. Ndiwo ndokwanisa hupfumi, Nhume pachedu.","""this is how economies, including ours, should work."""
Doro_renyika,2022-09-10 09:19:30,Communication,harare,UNK,POS,NEU,POS,POS,POS,POS,"@zola_ni 2015 muHarare, ndangoti regai ndimboedza Zambezi revanhu vairibhowa zvakanyanya. Ndakabva ndatotanga kuda kunakirwa, the great outdoors, Zimbabwe's Own Lager","""g in harare, i just let myself try populated bomber pea so mach. i immediately fell in love with taste the great outdoors, zimbabwe's own lager beer."""
tanatsei,2022-09-25 12:08:50,Music,jah prayzah,UNK,UNK,VPOS,NEU,VPOS,VPOS,POS,@jah_vinny_23 My Tweet of the month...kkkkk,'g my tweet of the month kkkkk'
gemini_wale,2022-09-17 13:40:41,Sanitation ,Vanhu,UNK,UNK,NEU,POS,NEU,NEU,NEU,@ReignMelanin vanhu ndikataura chokwadi havambobvume,'g people and said the truth they never admit'
BrianMatonsi,2022-09-23 07:28:32,Music,Shadaya,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@tavonga_chinez1 But pana Shadaya zvakashaya basa,'g butt on shadaah lost'
Alfred67686158,2022-09-26 10:18:32,Agriculture,nyama,UNK,POS,NEU,VNEG,VNEG,VNEG,NEG,@ngoni_kato @grace_mashy Abika binzi dzisina nyama uyu. Grace ukuda kuti mudumbu muita sei? Kkkk,'g has cooked this nutrition. pity you want to be in the belly like kkkk'
Zimbabweangiant,2022-09-17 09:12:19,Education,Vana,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@NickyRuva @terryndoro @FaffieManhuhwa Better than NetOne. Kuno tangogarira vana,"""g with the rat that breaked out with wah east by wilt blader."""
Tinoedzazvimwe1,2022-09-19 10:56:46,Sanitation ,Vanhu,UNK,UNK,POS,NEU,POS,POS,POS,@chadira86 Tinosizvireva pano vamwe vofunga kuti taguta waini itsva!!! Vanhu ingovai nechimiro nekusazvizvidza kuti vanotevera vaone semucherechedzo!!!!,'g we mean that some think that we are filled with new wine people just have structure and not self-esteem'
Beezyloveridge,2022-09-21 08:53:22,Sanitation ,Vanhu,UNK,NEG,NEG,VNEG,NEG,NEG,NEG,"@goal Kuvhundutsa vanhu, vanhu vanovhunduka kaaa",'g shock people people are shocking kaia'
Chipopo78291657,2022-09-10 05:33:08,Sanitation,kusvika,UNK,NEG,VNEG,NEG,VNEG,VNEG,NEG,@TafadzwaMugwadi Nero anogwadza kusvika pamongo,"""g nero's dying to the mongon"""
avocuddle_wacho,2022-09-13 12:22:03,Finance,kumba,NEG,POS,VPOS,POS,VPOS,VPOS,POS,Ndatumwa kunotenga  mazai e$4  inii ndokutenga ma pamper apa kumba hakuna kana mwana mucheche😭💀💔🥑,'i am sent to buy the eggs eggs and purchased the pamper here at home no baby baby'
ObeyJacks054,2022-09-19 21:22:41,Defence,chiwenga,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@daddyhope Chiwenga haana moyo hake,"""the g-cycle was heartless"""
francisrwodzi,2022-09-17 10:39:25,Finance,uyu,UNK,UNK,NEU,VPOS,VPOS,VPOS,POS,@NdodanaNdlovu3 @cdesetfree @KingJayZim @larry_moyo @ChikombaRural @chikomba11 Akapenga young homeboy uyu,'g ga mumble ung homeboy'
TawandaIam,2022-09-19 18:07:58,Home_Affairs,Baba,UNK,UNK,NEU,POS,POS,POS,POS,"@brian___jethro Every minute baba, munhu anobvutwa makarivara",'g every minute they take it away from the father'
BabaTalie,2022-09-15 03:28:36,Sanitation ,Vanhu,UNK,UNK,VPOS,NEU,NEU,NEU,NEU,@tabanimcgucci @tameekas_aunty Chaizvoizvo zvangu. Vanhu musamhanyire kungoti maJah bhora chii chii. Tese tine mazinga mazinga eakaoma mabviro uye pagheto mutendi mu1 rudo.,"""g exactly my point. people don't just run to justify that jaze is what she is. everyone has different level backgrounds and pagelietoto to believe in love."""
nginguMamoe,2022-09-16 13:50:31,Education,Vana,NEU,POS,VPOS,VPOS,POS,VPOS,POS,@Kupa07 @PinkieMadds The offaly one waunobikira mhuri ye7 even muchidya kunge vana vamambo nyama ku kare sadza😅😅,"""g the olfal one you cook for a family of evenly eat like the king's kids to be more nursing"""
rml___ZW,2022-09-15 12:01:42,Sanitation ,Vanhu,UNK,NEG,NEG,NEU,NEG,NEG,NEG,@PMalaga2022 Kana akarova Satan wacho akadii kungomuuraya pane kusiya achinetsa vanhu,'g if he struck satan how long is it only killing him rather than to leave people'
takuemudiwa,2022-09-17 18:07:11,Sanitation ,Vanhu,UNK,UNK,NEU,POS,NEU,NEU,NEU,Vanhu ve forex trading vawanda kupfuura Mari yacho. https://t.co/sbenuZYqaZ,'forex trading more than the money.'
